file                Rg           Dmax
OUT23_1_78500 23.3559 70.8511
OUT25_1_33000 24.5563 74.8637
OUT20_1_34500 21.0209 61.8291
OUT26_1_75000 24.0825 72.9832
OUT21_1_34500 21.7888 64.5653
OUT24_1_77000 24.417 75.7591
OUT22_1_80500 22.2754 66.1577
OUT23_1_79000 23.3936 71.0671
OUT20_1_35000 21.0041 61.8474
OUT25_1_33500 24.5901 74.8954
OUT26_1_75500 23.9688 72.6981
OUT21_1_35000 21.7665 64.5462
OUT24_1_77500 24.4526 75.8542
OUT22_1_81000 22.3153 66.2581
OUT23_1_79500 23.4159 71.3171
OUT20_1_35500 21.029 62.0279
OUT25_1_34000 24.6713 75.0163
OUT21_1_35500 21.7638 64.5225
OUT26_1_76000 23.9145 72.4865
OUT22_1_81500 22.4208 66.4939
OUT24_1_78000 24.5203 76.0091
OUT23_1_80000 23.4492 71.537
OUT20_1_36000 21.1001 62.0988
OUT21_1_36000 21.7838 64.4754
OUT25_1_34500 24.7685 75.1724
OUT26_1_76500 23.9036 72.2944
OUT22_1_82000 22.4326 66.6785
OUT24_1_78500 24.6015 76.2011
OUT23_1_80500 23.4665 71.7347
OUT20_1_36500 21.0491 62.0069
OUT21_1_36500 21.7051 64.3025
OUT25_1_35000 24.8401 75.2685
OUT22_1_82500 22.5103 66.9623
OUT26_1_77000 23.9278 72.1323
OUT24_1_79000 24.7042 76.4379
OUT23_1_81000 23.4831 71.8918
OUT20_1_37000 20.8918 61.7208
OUT21_1_37000 21.5857 64.0592
OUT22_1_83000 22.5943 67.2268
OUT25_1_35500 24.9184 75.3301
OUT26_1_77500 23.9466 72.0329
OUT23_1_81500 23.5449 72.0838
OUT24_1_79500 24.7701 76.6076
OUT20_1_37500 20.7991 61.3801
OUT21_1_37500 21.5218 63.87
OUT22_1_83500 22.6436 67.4386
OUT26_1_78000 23.8952 71.8347
OUT25_1_36000 24.9316 75.2253
OUT23_1_82000 23.6298 72.2785
OUT24_1_80000 24.8085 76.7492
OUT20_1_38000 20.6967 61.1124
OUT21_1_38000 21.4467 63.6423
OUT22_1_84000 22.6304 67.5815
OUT26_1_78500 23.7966 71.5143
OUT25_1_36500 24.8701 74.9712
OUT23_1_82500 23.682 72.386
OUT20_1_38500 20.687 61.0324
OUT21_1_38500 21.328 63.3927
OUT24_1_80500 24.8157 76.7913
OUT22_1_84500 22.6239 67.7408
OUT26_1_79000 23.6904 71.1432
OUT25_1_37000 24.7043 74.4335
OUT20_1_39000 20.6905 61.0694
OUT23_1_83000 23.6989 72.4791
OUT21_1_39000 21.2711 63.239
OUT24_1_81000 24.8222 76.7866
OUT22_1_85000 22.6624 67.9805
OUT26_1_79500 23.6121 70.8415
OUT20_1_39500 20.7112 61.1659
OUT25_1_37500 24.506 73.7888
OUT23_1_83500 23.7142 72.5925
OUT21_1_39500 21.3126 63.2482
OUT22_1_85500 22.7846 68.3471
OUT24_1_81500 24.8469 76.7319
OUT26_1_80000 23.5983 70.7505
OUT20_1_40000 20.7921 61.3622
OUT25_1_38000 24.2976 73.0782
OUT21_1_40000 21.3009 63.2482
OUT23_1_84000 23.7315 72.7153
OUT22_1_86000 22.8664 68.5913
OUT24_1_82000 24.866 76.6527
OUT20_1_40500 20.8248 61.5313
OUT26_1_80500 23.596 70.7525
OUT21_1_40500 21.2691 63.2443
OUT25_1_38500 24.1048 72.3453
OUT23_1_84500 23.7707 72.8534
OUT22_1_86500 22.8645 68.6598
OUT24_1_82500 24.8193 76.4245
OUT20_1_41000 20.9237 61.7675
OUT26_1_81000 23.6129 70.8376
OUT21_1_41000 21.2773 63.3317
OUT25_1_39000 23.9351 71.6708
OUT23_1_85000 23.8133 72.9712
OUT22_1_87000 22.7866 68.5526
OUT20_1_41500 21.0424 61.9416
OUT24_1_83000 24.7683 76.1667
